audition_id,requirement_id,talent_id,audition_date,audition_format,technical_score,artistic_score,response_to_direction_score,safety_awareness_score,panel_score,audition_outcome,panel_notes
AUD-000967,REQ-0035,TAL-0379,2026-07-26,Self-Tape,100.0,90.8,100.0,85.6,94.86,Pass,Further assessment recommended before final casting.
AUD-000968,REQ-0035,TAL-0317,2026-07-26,Live Video,83.2,80.2,78.8,81.5,81.15,Pass,Does not yet meet the production-specific performance threshold.
AUD-000969,REQ-0035,TAL-0019,2026-07-27,In Person,100.0,81.8,83.2,80.6,88.07,Pass,Does not yet meet the production-specific performance threshold.
AUD-000970,REQ-0035,TAL-0284,2026-07-23,In Person,85.4,89.4,84.1,85.4,86.53,Pass,Does not yet meet the production-specific performance threshold.
AUD-000971,REQ-0035,TAL-0378,2026-07-25,Live Video,100.0,92.9,92.5,92.5,95.19,Pass,Technically capable with minor coaching needs.
AUD-000972,REQ-0035,TAL-0425,2026-07-26,In Person,96.1,91.7,93.8,96.3,94.22,Pass,Does not yet meet the production-specific performance threshold.
AUD-000973,REQ-0035,TAL-0201,2026-07-25,Self-Tape,77.5,92.4,70.1,91.4,83.18,Pass,Technically capable with minor coaching needs.
AUD-000974,REQ-0035,TAL-0036,2026-07-25,Live Video,68.1,79.9,78.3,77.1,75.21,Pass,Technically capable with minor coaching needs.
AUD-000975,REQ-0035,TAL-0250,2026-07-27,Self-Tape,100.0,96.0,78.4,99.3,94.65,Pass,Strong fit for the production vocabulary.
AUD-000976,REQ-0035,TAL-0392,2026-07-26,Self-Tape,81.4,75.6,80.5,95.1,81.18,Pass,Good ensemble awareness and reliable preparation.
AUD-000977,REQ-0035,TAL-0441,2026-07-27,In Person,73.9,93.9,89.8,79.5,84.35,Pass,Good ensemble awareness and reliable preparation.
AUD-000978,REQ-0035,TAL-0245,2026-07-24,Technical Assessment,80.6,84.3,81.3,32.0,75.18,Pass,Does not yet meet the production-specific performance threshold.
AUD-000979,REQ-0035,TAL-0473,2026-07-26,Self-Tape,74.0,65.9,72.6,87.7,72.91,Hold,Does not yet meet the production-specific performance threshold.
AUD-000980,REQ-0035,TAL-0044,2026-07-23,Self-Tape,100.0,75.4,92.7,84.0,88.08,Pass,Further assessment recommended before final casting.
AUD-000981,REQ-0035,TAL-0267,2026-07-27,In Person,79.7,89.3,80.8,68.7,81.62,Pass,Technically capable with minor coaching needs.
AUD-000982,REQ-0035,TAL-0073,2026-07-25,Technical Assessment,87.0,77.7,61.8,88.1,79.46,Pass,Strong fit for the production vocabulary.
AUD-000983,REQ-0035,TAL-0281,2026-07-27,Live Video,57.6,82.6,88.4,25.0,67.08,Hold,Good ensemble awareness and reliable preparation.
AUD-000984,REQ-0035,TAL-0432,2026-07-27,Live Video,96.4,83.5,88.5,81.8,88.55,Pass,Good ensemble awareness and reliable preparation.
AUD-000985,REQ-0035,TAL-0343,2026-07-26,In Person,89.0,85.5,77.2,91.4,86.02,Pass,Technically capable with minor coaching needs.
AUD-000986,REQ-0035,TAL-0131,2026-07-25,In Person,100.0,97.3,74.5,83.6,92.2,Pass,Good ensemble awareness and reliable preparation.
AUD-000987,REQ-0035,TAL-0204,2026-07-23,Live Video,74.0,63.3,60.2,93.7,70.64,Hold,Does not yet meet the production-specific performance threshold.
AUD-000988,REQ-0035,TAL-0117,2026-07-25,In Person,85.5,82.0,100.0,25.0,78.45,Pass,Good ensemble awareness and reliable preparation.
AUD-000989,REQ-0035,TAL-0112,2026-07-27,Self-Tape,59.9,71.3,100.0,86.2,74.68,Pass,Good ensemble awareness and reliable preparation.
AUD-000990,REQ-0035,TAL-0197,2026-07-24,Self-Tape,87.3,89.8,56.2,73.6,80.63,Pass,Good ensemble awareness and reliable preparation.
AUD-000991,REQ-0035,TAL-0269,2026-07-23,In Person,75.6,100.0,69.1,95.9,85.57,Pass,Technically capable with minor coaching needs.
AUD-000992,REQ-0035,TAL-0310,2026-07-26,In Person,78.2,74.6,88.4,73.0,78.08,Pass,Strong fit for the production vocabulary.
AUD-000993,REQ-0035,TAL-0299,2026-07-26,In Person,59.9,80.0,73.5,25.0,64.3,Fail,Further assessment recommended before final casting.
AUD-000994,REQ-0035,TAL-0115,2026-07-26,Technical Assessment,56.1,75.1,94.9,68.7,71.31,Hold,Does not yet meet the production-specific performance threshold.
AUD-000995,REQ-0035,TAL-0167,2026-07-23,Self-Tape,90.0,100.0,95.3,92.4,94.69,Pass,Further assessment recommended before final casting.
AUD-000996,REQ-0035,TAL-0444,2026-07-26,Self-Tape,93.9,84.1,70.3,89.9,85.76,Pass,Good ensemble awareness and reliable preparation.
AUD-000997,REQ-0035,TAL-0045,2026-07-23,Live Video,88.4,100.0,86.7,88.8,92.09,Pass,Technically capable with minor coaching needs.
AUD-000998,REQ-0035,TAL-0190,2026-07-25,Live Video,92.9,93.7,70.3,76.5,86.81,Pass,Further assessment recommended before final casting.
AUD-000999,REQ-0035,TAL-0283,2026-07-23,Live Video,84.9,100.0,71.2,84.8,87.55,Pass,Strong fit for the production vocabulary.
AUD-001000,REQ-0035,TAL-0493,2026-07-25,In Person,90.5,78.4,81.5,78.0,83.02,Pass,Technically capable with minor coaching needs.
AUD-001001,REQ-0036,TAL-0231,2026-07-26,Live Video,94.3,86.9,77.6,86.2,87.64,Pass,Further assessment recommended before final casting.
AUD-001002,REQ-0036,TAL-0405,2026-07-22,Live Video,90.5,100.0,77.5,78.9,89.77,Pass,Good ensemble awareness and reliable preparation.
AUD-001003,REQ-0036,TAL-0425,2026-07-23,In Person,88.0,100.0,79.7,88.4,90.64,Pass,Does not yet meet the production-specific performance threshold.
AUD-001004,REQ-0036,TAL-0019,2026-07-22,Technical Assessment,90.9,100.0,90.5,89.5,93.73,Pass,Technically capable with minor coaching needs.
AUD-001005,REQ-0036,TAL-0347,2026-07-23,Live Video,77.6,81.3,84.8,79.1,80.36,Pass,Strong fit for the production vocabulary.
AUD-001006,REQ-0036,TAL-0441,2026-07-23,Self-Tape,90.3,100.0,80.8,82.3,90.77,Pass,Technically capable with minor coaching needs.
AUD-001007,REQ-0036,TAL-0379,2026-07-22,Live Video,100.0,100.0,93.2,96.3,98.26,Pass,Good ensemble awareness and reliable preparation.
AUD-001008,REQ-0036,TAL-0201,2026-07-25,Technical Assessment,89.1,93.3,90.6,78.4,89.3,Pass,Technically capable with minor coaching needs.
AUD-001009,REQ-0036,TAL-0136,2026-07-22,In Person,87.2,72.8,86.4,94.4,83.17,Pass,Strong fit for the production vocabulary.
AUD-001010,REQ-0036,TAL-0032,2026-07-23,In Person,98.2,85.8,71.1,85.9,87.38,Pass,Good ensemble awareness and reliable preparation.
AUD-001011,REQ-0036,TAL-0229,2026-07-22,In Person,61.7,98.1,69.9,69.7,76.67,Pass,Good ensemble awareness and reliable preparation.
AUD-001012,REQ-0036,TAL-0394,2026-07-23,Live Video,90.3,94.1,76.4,82.5,88.0,Pass,Does not yet meet the production-specific performance threshold.
AUD-001013,REQ-0036,TAL-0243,2026-07-26,In Person,82.3,78.6,73.2,85.6,79.87,Pass,Further assessment recommended before final casting.
AUD-001014,REQ-0036,TAL-0233,2026-07-26,In Person,100.0,94.7,89.7,90.9,95.07,Pass,Technically capable with minor coaching needs.
AUD-001015,REQ-0036,TAL-0284,2026-07-24,In Person,79.7,90.9,86.5,79.8,84.75,Pass,Further assessment recommended before final casting.
AUD-001016,REQ-0036,TAL-0092,2026-07-24,In Person,90.3,88.5,89.8,94.4,90.17,Pass,Good ensemble awareness and reliable preparation.
AUD-001017,REQ-0036,TAL-0018,2026-07-25,Self-Tape,67.5,80.1,73.8,86.0,75.51,Pass,Does not yet meet the production-specific performance threshold.
AUD-001018,REQ-0036,TAL-0083,2026-07-24,Live Video,100.0,100.0,71.0,81.6,92.2,Pass,Strong fit for the production vocabulary.
AUD-001019,REQ-0036,TAL-0045,2026-07-25,In Person,100.0,97.0,92.8,83.8,95.42,Pass,Strong fit for the production vocabulary.
AUD-001020,REQ-0036,TAL-0168,2026-07-26,Self-Tape,100.0,92.7,84.1,91.4,93.45,Pass,Does not yet meet the production-specific performance threshold.
AUD-001021,REQ-0036,TAL-0193,2026-07-26,Self-Tape,98.8,90.8,97.6,89.2,94.52,Pass,Good ensemble awareness and reliable preparation.
AUD-001022,REQ-0036,TAL-0042,2026-07-25,Live Video,60.9,59.5,90.9,95.7,70.7,Pass,Technically capable with minor coaching needs.
AUD-001023,REQ-0036,TAL-0208,2026-07-26,Live Video,81.8,100.0,69.1,82.4,85.79,Pass,Technically capable with minor coaching needs.
AUD-001024,REQ-0036,TAL-0245,2026-07-25,In Person,100.0,83.5,92.6,39.5,84.59,Pass,Does not yet meet the production-specific performance threshold.
AUD-001025,REQ-0036,TAL-0300,2026-07-26,Self-Tape,85.3,87.3,84.1,74.4,84.24,Pass,Good ensemble awareness and reliable preparation.
AUD-001026,REQ-0036,TAL-0276,2026-07-22,In Person,80.1,75.9,66.7,84.1,76.82,Pass,Technically capable with minor coaching needs.
AUD-001027,REQ-0036,TAL-0297,2026-07-23,In Person,85.2,76.7,100.0,100.0,87.05,Pass,Strong fit for the production vocabulary.
AUD-001028,REQ-0036,TAL-0432,2026-07-26,Live Video,100.0,100.0,75.7,67.3,91.05,Pass,Further assessment recommended before final casting.
AUD-001029,REQ-0036,TAL-0120,2026-07-23,Live Video,88.5,80.3,75.3,94.5,84.18,Pass,Technically capable with minor coaching needs.
AUD-001030,REQ-0036,TAL-0101,2026-07-25,Self-Tape,87.5,91.4,92.8,84.7,89.39,Pass,Strong fit for the production vocabulary.
AUD-001031,REQ-0036,TAL-0293,2026-07-23,In Person,84.9,88.0,79.0,82.9,84.61,Pass,Strong fit for the production vocabulary.
AUD-001032,REQ-0036,TAL-0291,2026-07-24,In Person,84.7,92.8,81.3,100.0,88.98,Pass,Strong fit for the production vocabulary.
AUD-001033,REQ-0036,TAL-0076,2026-07-23,Self-Tape,87.7,100.0,90.1,80.6,91.32,Pass,Good ensemble awareness and reliable preparation.
AUD-001034,REQ-0036,TAL-0236,2026-07-25,In Person,90.4,99.8,76.9,74.6,88.95,Pass,Further assessment recommended before final casting.
AUD-001035,REQ-0036,TAL-0462,2026-07-22,Live Video,81.8,98.7,67.9,89.8,86.16,Pass,Does not yet meet the production-specific performance threshold.
AUD-001036,REQ-0036,TAL-0186,2026-07-23,Live Video,68.2,73.2,73.2,25.0,64.75,Hold,Technically capable with minor coaching needs.
AUD-001037,REQ-0036,TAL-0244,2026-07-22,In Person,95.3,79.4,76.4,80.6,84.43,Pass,Strong fit for the production vocabulary.
AUD-001038,REQ-0036,TAL-0440,2026-07-23,Self-Tape,89.3,84.2,76.4,75.6,83.33,Pass,Good ensemble awareness and reliable preparation.
AUD-001039,REQ-0036,TAL-0429,2026-07-22,Self-Tape,70.3,80.8,99.8,81.2,80.71,Pass,Further assessment recommended before final casting.
AUD-001040,REQ-0036,TAL-0312,2026-07-26,In Person,69.5,82.1,66.3,79.0,74.54,Pass,Technically capable with minor coaching needs.
AUD-001041,REQ-0036,TAL-0240,2026-07-24,Self-Tape,77.5,100.0,82.4,78.0,86.1,Pass,Does not yet meet the production-specific performance threshold.
AUD-001042,REQ-0036,TAL-0498,2026-07-25,Self-Tape,73.7,82.5,91.2,74.3,79.93,Pass,Good ensemble awareness and reliable preparation.
AUD-001043,REQ-0036,TAL-0038,2026-07-23,In Person,100.0,88.5,86.3,97.4,93.26,Pass,Does not yet meet the production-specific performance threshold.
AUD-001044,REQ-0036,TAL-0397,2026-07-24,Self-Tape,89.8,100.0,83.1,96.5,93.0,Pass,Good ensemble awareness and reliable preparation.
AUD-001045,REQ-0036,TAL-0435,2026-07-23,Self-Tape,85.1,78.3,100.0,90.2,86.18,Pass,Good ensemble awareness and reliable preparation.
AUD-001046,REQ-0036,TAL-0454,2026-07-26,Self-Tape,71.6,76.4,94.5,80.8,78.64,Pass,Does not yet meet the production-specific performance threshold.
AUD-001047,REQ-0036,TAL-0176,2026-07-25,Self-Tape,62.3,83.3,67.8,81.2,73.08,Pass,Further assessment recommended before final casting.
AUD-001048,REQ-0036,TAL-0475,2026-07-23,In Person,97.7,93.5,67.3,42.6,83.09,Pass,Good ensemble awareness and reliable preparation.
AUD-001049,REQ-0036,TAL-0370,2026-07-24,Live Video,51.8,85.3,83.0,72.8,71.75,Pass,Does not yet meet the production-specific performance threshold.
AUD-001050,REQ-0036,TAL-0151,2026-07-26,In Person,86.3,92.7,75.5,77.0,85.23,Pass,Further assessment recommended before final casting.
AUD-001051,REQ-0037,TAL-0473,2026-08-06,Self-Tape,100.0,75.1,87.8,87.8,87.63,Pass,Strong fit for the production vocabulary.
AUD-001052,REQ-0037,TAL-0382,2026-08-09,In Person,80.4,82.3,75.4,91.1,81.64,Pass,Good ensemble awareness and reliable preparation.
AUD-001053,REQ-0037,TAL-0119,2026-08-07,Live Video,89.8,82.7,80.6,79.6,84.3,Pass,Further assessment recommended before final casting.
AUD-001054,REQ-0037,TAL-0392,2026-08-07,In Person,68.9,76.3,92.8,82.1,77.57,Pass,Good ensemble awareness and reliable preparation.
AUD-001055,REQ-0037,TAL-0187,2026-08-09,In Person,91.2,93.9,74.2,87.8,88.58,Pass,Good ensemble awareness and reliable preparation.
AUD-001056,REQ-0037,TAL-0111,2026-08-06,In Person,100.0,97.3,65.7,96.4,92.4,Pass,Technically capable with minor coaching needs.
AUD-001057,REQ-0037,TAL-0030,2026-08-09,Technical Assessment,82.2,91.2,73.9,91.4,85.05,Pass,Further assessment recommended before final casting.
AUD-001058,REQ-0037,TAL-0336,2026-08-09,In Person,100.0,99.3,91.5,80.6,95.52,Pass,Good ensemble awareness and reliable preparation.
AUD-001059,REQ-0037,TAL-0394,2026-08-06,Technical Assessment,94.0,84.4,76.0,85.4,86.29,Pass,Does not yet meet the production-specific performance threshold.
AUD-001060,REQ-0037,TAL-0225,2026-08-08,Self-Tape,74.3,92.2,81.0,90.9,83.92,Pass,Further assessment recommended before final casting.
AUD-001061,REQ-0037,TAL-0116,2026-08-08,Live Video,69.3,91.0,79.1,65.2,77.87,Pass,Does not yet meet the production-specific performance threshold.
AUD-001062,REQ-0037,TAL-0044,2026-08-08,Technical Assessment,79.5,95.1,96.2,82.0,88.16,Pass,Further assessment recommended before final casting.
AUD-001063,REQ-0037,TAL-0073,2026-08-08,In Person,85.6,85.6,100.0,75.0,86.71,Pass,Does not yet meet the production-specific performance threshold.
AUD-001064,REQ-0037,TAL-0251,2026-08-06,In Person,93.9,99.5,92.3,76.3,93.05,Pass,Further assessment recommended before final casting.
AUD-001065,REQ-0037,TAL-0131,2026-08-08,Live Video,94.7,94.7,91.9,85.8,92.95,Pass,Does not yet meet the production-specific performance threshold.
AUD-001066,REQ-0037,TAL-0156,2026-08-06,Self-Tape,100.0,90.4,75.1,80.1,89.47,Pass,Good ensemble awareness and reliable preparation.
AUD-001067,REQ-0037,TAL-0378,2026-08-07,Live Video,88.8,84.6,74.0,83.7,83.99,Pass,Further assessment recommended before final casting.
AUD-001068,REQ-0037,TAL-0162,2026-08-09,In Person,79.8,98.8,81.4,25.0,78.88,Pass,Further assessment recommended before final casting.
AUD-001069,REQ-0037,TAL-0201,2026-08-07,Live Video,87.8,81.4,82.1,81.7,83.74,Pass,Good ensemble awareness and reliable preparation.
AUD-001070,REQ-0037,TAL-0267,2026-08-09,In Person,100.0,75.6,88.5,72.8,85.83,Pass,Strong fit for the production vocabulary.
AUD-001071,REQ-0037,TAL-0146,2026-08-09,In Person,81.7,100.0,65.1,91.2,86.26,Pass,Strong fit for the production vocabulary.
AUD-001072,REQ-0037,TAL-0425,2026-08-06,Self-Tape,85.1,94.5,92.3,87.3,89.9,Pass,Does not yet meet the production-specific performance threshold.
AUD-001073,REQ-0037,TAL-0231,2026-08-08,In Person,86.4,97.0,100.0,80.6,91.64,Pass,Technically capable with minor coaching needs.
AUD-001074,REQ-0037,TAL-0031,2026-08-08,Live Video,93.1,95.7,79.0,91.2,91.18,Pass,Further assessment recommended before final casting.
AUD-001075,REQ-0037,TAL-0126,2026-08-10,Self-Tape,94.3,76.9,72.8,89.1,83.79,Pass,Strong fit for the production vocabulary.
AUD-001076,REQ-0037,TAL-0250,2026-08-07,In Person,77.3,81.0,83.5,91.4,81.65,Pass,Strong fit for the production vocabulary.
AUD-001077,REQ-0037,TAL-0349,2026-08-08,Live Video,100.0,92.4,93.5,71.6,92.27,Pass,Good ensemble awareness and reliable preparation.
AUD-001078,REQ-0037,TAL-0252,2026-08-09,In Person,100.0,91.2,86.5,74.3,90.98,Pass,Strong fit for the production vocabulary.
AUD-001079,REQ-0037,TAL-0045,2026-08-09,Self-Tape,99.7,98.8,96.2,82.2,96.31,Pass,Further assessment recommended before final casting.
AUD-001080,REQ-0037,TAL-0141,2026-08-09,Live Video,81.1,93.5,62.2,78.9,81.61,Pass,Does not yet meet the production-specific performance threshold.
AUD-001081,REQ-0037,TAL-0405,2026-08-08,Technical Assessment,100.0,81.0,87.2,90.9,89.96,Pass,Does not yet meet the production-specific performance threshold.
AUD-001082,REQ-0037,TAL-0343,2026-08-07,In Person,93.5,79.7,73.4,77.6,82.96,Pass,Strong fit for the production vocabulary.
AUD-001083,REQ-0037,TAL-0090,2026-08-10,Live Video,75.1,75.6,64.2,95.6,76.18,Pass,Further assessment recommended before final casting.
AUD-001084,REQ-0037,TAL-0477,2026-08-06,Live Video,100.0,94.8,60.1,83.3,88.71,Pass,Further assessment recommended before final casting.
AUD-001085,REQ-0037,TAL-0213,2026-08-06,In Person,66.6,71.2,66.8,79.2,69.96,Hold,Technically capable with minor coaching needs.
AUD-001086,REQ-0037,TAL-0387,2026-08-06,Self-Tape,77.0,80.6,65.9,72.9,75.65,Pass,Further assessment recommended before final casting.
AUD-001087,REQ-0037,TAL-0137,2026-08-06,Technical Assessment,79.1,61.3,86.8,85.1,75.27,Pass,Further assessment recommended before final casting.
AUD-001088,REQ-0037,TAL-0331,2026-08-08,Live Video,90.7,95.5,98.4,87.2,93.23,Pass,Strong fit for the production vocabulary.
AUD-001089,REQ-0037,TAL-0085,2026-08-06,Live Video,93.4,98.2,78.8,83.8,91.06,Pass,Further assessment recommended before final casting.
AUD-001090,REQ-0037,TAL-0270,2026-08-10,Live Video,87.7,100.0,57.2,78.5,85.1,Pass,Does not yet meet the production-specific performance threshold.
AUD-001091,REQ-0037,TAL-0279,2026-08-08,In Person,94.0,72.5,60.3,75.7,78.06,Pass,Does not yet meet the production-specific performance threshold.
AUD-001092,REQ-0037,TAL-0480,2026-08-08,Technical Assessment,80.7,87.9,86.7,89.6,85.47,Pass,Technically capable with minor coaching needs.
AUD-001093,REQ-0037,TAL-0241,2026-08-09,Self-Tape,81.8,70.9,64.5,98.7,77.35,Pass,Strong fit for the production vocabulary.
AUD-001094,REQ-0037,TAL-0396,2026-08-07,Live Video,94.2,77.9,84.1,86.7,85.79,Pass,Technically capable with minor coaching needs.
AUD-001095,REQ-0037,TAL-0084,2026-08-08,Live Video,70.2,58.3,80.1,85.4,70.06,Hold,Good ensemble awareness and reliable preparation.
AUD-001096,REQ-0037,TAL-0130,2026-08-09,Self-Tape,80.9,81.4,87.5,83.7,82.65,Pass,Good ensemble awareness and reliable preparation.
AUD-001097,REQ-0037,TAL-0391,2026-08-10,In Person,84.2,78.8,94.0,86.8,84.49,Pass,Further assessment recommended before final casting.
AUD-001098,REQ-0037,TAL-0458,2026-08-09,In Person,63.1,87.0,90.4,89.7,79.86,Pass,Does not yet meet the production-specific performance threshold.
AUD-001099,REQ-0037,TAL-0483,2026-08-10,Self-Tape,88.7,79.8,65.7,25.0,72.62,Hold,Does not yet meet the production-specific performance threshold.
AUD-001100,REQ-0037,TAL-0249,2026-08-09,Self-Tape,79.8,93.1,100.0,81.9,88.25,Pass,Technically capable with minor coaching needs.
AUD-001101,REQ-0038,TAL-0312,2026-07-20,In Person,58.5,85.8,68.9,79.1,72.54,Pass,Good ensemble awareness and reliable preparation.
AUD-001102,REQ-0038,TAL-0382,2026-07-19,Live Video,85.7,79.1,86.6,80.0,82.82,Pass,Further assessment recommended before final casting.
AUD-001103,REQ-0038,TAL-0262,2026-07-18,In Person,75.0,85.5,92.8,80.2,82.5,Pass,Further assessment recommended before final casting.
AUD-001104,REQ-0038,TAL-0416,2026-07-18,In Person,100.0,88.2,72.5,82.3,88.56,Pass,Further assessment recommended before final casting.
AUD-001105,REQ-0038,TAL-0475,2026-07-17,Technical Assessment,94.7,98.9,100.0,42.1,89.72,Pass,Good ensemble awareness and reliable preparation.
AUD-001106,REQ-0038,TAL-0037,2026-07-18,Technical Assessment,99.1,100.0,73.9,72.2,91.1,Pass,Does not yet meet the production-specific performance threshold.
AUD-001107,REQ-0038,TAL-0357,2026-07-19,Technical Assessment,81.4,79.4,71.6,100.0,81.56,Pass,Technically capable with minor coaching needs.
AUD-001108,REQ-0038,TAL-0378,2026-07-18,Self-Tape,97.0,98.5,72.7,91.2,92.32,Pass,Good ensemble awareness and reliable preparation.
AUD-001109,REQ-0038,TAL-0113,2026-07-21,Self-Tape,84.6,95.2,69.4,74.6,84.07,Pass,Strong fit for the production vocabulary.
AUD-001110,REQ-0038,TAL-0298,2026-07-17,In Person,100.0,100.0,89.9,85.2,96.11,Pass,Does not yet meet the production-specific performance threshold.
AUD-001111,REQ-0038,TAL-0383,2026-07-17,Live Video,83.4,72.4,80.5,91.4,80.26,Pass,Good ensemble awareness and reliable preparation.
AUD-001112,REQ-0038,TAL-0343,2026-07-21,Technical Assessment,79.9,85.6,85.5,77.1,82.45,Pass,Strong fit for the production vocabulary.
