credit_id,talent_id,fictional_client_id,production_title,production_type,role,start_date,end_date,city,country,contract_status,number_of_performances,contract_value_usd,rehearsal_attendance_rate,director_rating,technical_readiness_score,safety_compliance_score,incident_recorded,incident_severity,rehire_eligible,early_termination_party,early_termination_reason,skills_used,director_feedback
CRD-00414,TAL-0464,CLI-0066,Organic explicit solution Ceremony,Urban Mega-Celebration,Rigger,2022-11-18,2023-01-11,Tokyo,Japan,Completed,9,45545.83,0.9439,5.0,84.3,99.0,False,None,False,,,Inspection Documentation|Rescue Planning|Load Calculations|Water Stage Rigging,Performance met expectations with minor consistency notes.
CRD-00415,TAL-0202,CLI-0135,Cloned incremental service-desk Ceremony,Experiential Dining Show,Strap Artist,2022-01-09,2022-04-30,Manila,Philippines,Completed,20,67748.73,0.9036,3.82,86.8,94.5,False,None,False,,,Strength Acrobatics|Balance Performance|Height Safety|Cue Precision|Flying Systems,Reliable under pressure and recommended for future productions.
CRD-00416,TAL-0218,CLI-0054,Proactive client-driven productivity Show,Immersive Theatre,Costume Designer,2023-10-07,2023-12-17,London,United Kingdom,Completed,10,28698.18,0.9842,3.83,87.7,98.3,False,None,False,,,Design Documentation|Fabric Selection,Technically capable but required additional rehearsal support.
CRD-00417,TAL-0011,CLI-0046,Innovative disintermediate extranet Experience,Themed Entertainment Spectacle,Projection Designer,2022-08-22,2023-01-16,Dubai,UAE,Completed,9,106002.35,0.9301,4.41,76.8,100.0,False,None,True,,,System Design|Parade Choreography|Creative Documentation|Aerial Choreography,Strong rehearsal discipline and dependable show execution.
CRD-00418,TAL-0234,CLI-0112,Switchable coherent structure Show,Resident Aquatic Show,Acrobatic Performer,2025-11-04,2026-03-27,Paris,France,Completed,15,78786.25,0.9339,4.63,93.5,100.0,False,None,True,,,Harness Work|Tumbling|Teeterboard|Ensemble Timing,Reliable under pressure and recommended for future productions.
CRD-00419,TAL-0166,CLI-0117,Optimized homogeneous archive Spectacle,Outdoor Multimedia Spectacle,Pyrotechnics Technician,2024-09-13,2025-01-31,Montreal,Canada,Completed,6,154546.99,0.9833,4.74,98.3,100.0,False,None,True,,,Mobile Props|Weather Monitoring|Site Safety|Composite Materials|PLC Systems|Firing Systems,Performance met expectations with minor consistency notes.
CRD-00420,TAL-0227,CLI-0072,Organized radical matrices Experience,Touring Arena Production,Audio Engineer,2022-07-11,2022-11-02,Melbourne,Australia,Completed,149,66484.94,0.9583,4.38,79.4,100.0,True,Minor,False,,,FOH Mixing|RF Planning,Technically capable but required additional rehearsal support.
CRD-00421,TAL-0422,CLI-0120,Reduced impactful monitoring Experience,Immersive Theatre,Scenic Designer,2025-11-07,2026-01-11,Tokyo,Japan,Completed with Notes,5,66229.53,0.9158,4.7,82.2,100.0,False,None,False,,,Large-Scale Scenography|Technical Drafting|Creative Visualization|Creative Documentation,Strong rehearsal discipline and dependable show execution.
CRD-00422,TAL-0268,CLI-0137,Profit-focused system-worthy instruction set Show,Cultural Landmark Ceremony,Composer,2025-09-20,2026-01-10,Hong Kong,Hong Kong,Completed,10,75267.35,0.9756,4.53,85.5,98.0,False,None,True,,,Music Editing|Arrangement|Cultural Music Research|Original Composition,Technically capable but required additional rehearsal support.
CRD-00423,TAL-0288,CLI-0075,Quality-focused 5thgeneration utilization Parade,Outdoor Multimedia Spectacle,Broadcast Technician,2023-02-16,2023-04-19,Johannesburg,South Africa,Completed,17,37089.13,0.969,4.46,87.2,82.9,False,None,True,,,Timecode|Streaming|Cue Programming|Redundancy Planning,High-quality contribution with positive ensemble behaviour.
CRD-00424,TAL-0290,CLI-0031,Multi-lateral tangible workforce Experience,Integrated Resort Show,Acrobatic Performer,2022-05-23,2022-09-17,Toronto,Canada,Completed with Notes,3,76714.33,0.9397,4.37,100.0,92.5,False,None,True,,,Hand Balancing|Acrobatic Partnering|Teeterboard|Harness Work|Ensemble Timing|Chinese Pole,Reliable under pressure and recommended for future productions.
CRD-00425,TAL-0496,CLI-0113,Public-key radical productivity Parade,Integrated Resort Show,Bungee Performer,2024-05-17,2024-10-10,Berlin,Germany,Completed,8,49755.11,1.0,3.47,78.6,92.2,False,None,False,,,Partnering|Emergency Procedures|Bungee Choreography|Height Safety|Dynamic Drops|Aerial Timing,High-quality contribution with positive ensemble behaviour.
CRD-00426,TAL-0408,CLI-0035,Configurable bi-directional throughput Experience,Resident Aquatic Show,Rigger,2025-07-14,2025-09-24,Buenos Aires,Argentina,Completed,174,94103.88,0.9648,4.55,100.0,94.7,False,None,True,,,Rescue Planning|Playback Systems,Reliable under pressure and recommended for future productions.
CRD-00427,TAL-0495,CLI-0130,Fully-configurable stable secured line Experience,Festival Headline Production,Production Coordinator,2024-01-03,2024-05-30,Berlin,Germany,Completed with Notes,5,104069.45,0.908,3.69,97.9,87.6,False,None,False,,,Production Scheduling|Budget Tracking|Contract Administration|Opening Readiness,Adapted quickly to creative notes and technical changes.
CRD-00428,TAL-0399,CLI-0128,Multi-channeled composite project Spectacle,Outdoor Multimedia Spectacle,Projection Designer,2022-02-02,2022-05-25,Manila,Philippines,Completed,14,133907.79,0.93,4.23,95.6,94.2,False,None,False,,,Projection Design|Show Control|Timecode,Performance met expectations with minor consistency notes.
CRD-00429,TAL-0019,CLI-0125,Seamless 6thgeneration open system Experience,Opening Ceremony,Aerial Artist,2022-05-03,2022-10-12,Melbourne,Australia,Completed,13,49914.9,0.955,5.0,81.3,98.3,False,None,True,,,Protective Equipment|Aerial Silks|Cue Precision|Bungee Choreography,Strong rehearsal discipline and dependable show execution.
CRD-00430,TAL-0125,CLI-0117,Stand-alone systematic project Spectacle,Outdoor Multimedia Spectacle,Broadcast Technician,2024-08-10,2024-11-06,Toronto,Canada,Completed,10,29658.7,0.9532,3.91,95.6,88.5,False,None,False,,,Camera Systems|Signal Routing|Streaming,Performance met expectations with minor consistency notes.
CRD-00431,TAL-0375,CLI-0172,Open-architected web-enabled groupware Experience,Urban Mega-Celebration,Pyrotechnics Technician,2025-06-30,2025-08-14,London,United Kingdom,Completed,16,29466.04,0.9717,4.25,74.2,93.1,False,None,True,,,Site Safety|Timecode|Load Calculations|Signal Routing,Adapted quickly to creative notes and technical changes.
CRD-00432,TAL-0051,CLI-0030,Optional bi-directional access Parade,Urban Mega-Celebration,Lighting Programmer,2024-06-29,2024-12-27,Paris,France,Completed,21,129070.89,0.9608,4.72,75.3,97.3,False,None,True,,,GrandMA Programming|Troubleshooting,Strong rehearsal discipline and dependable show execution.
CRD-00433,TAL-0500,CLI-0180,Cross-platform empowering definition Experience,Large-Scale Parade,Parkour Artist,2025-01-01,2025-04-14,Dubai,UAE,Completed,2,35178.27,1.0,3.72,73.7,94.1,False,None,False,,,Parkour|Precision Jumps|Freerunning|Harness Familiarity|Fall Technique,Reliable under pressure and recommended for future productions.
CRD-00434,TAL-0202,CLI-0113,Profound value-added model Parade,Immersive Theatre,Strap Artist,2023-01-01,2023-06-14,Jeddah,Saudi Arabia,Completed,9,116769.33,0.9624,3.76,83.0,100.0,False,None,False,,,Strength Acrobatics|Cue Precision|Height Safety|Flying Systems|Balance Performance,Strong rehearsal discipline and dependable show execution.
CRD-00435,TAL-0397,CLI-0005,Realigned optimal solution Spectacle,Outdoor Multimedia Spectacle,Broadcast Technician,2024-10-20,2025-01-28,Bangkok,Thailand,Completed,13,74113.95,0.9804,3.84,81.0,97.6,False,None,False,,,Live Broadcast|Signal Routing|Timecode|Replay Systems,Performance met expectations with minor consistency notes.
CRD-00436,TAL-0328,CLI-0017,Re-engineered directional knowledge user Show,Large-Scale Parade,Parkour Artist,2026-05-01,2026-06-03,Cape Town,South Africa,Completed,6,10526.32,0.9806,4.32,72.6,99.0,False,None,True,,,Protective Equipment|Fall Technique|Parkour|Urban Choreography,High-quality contribution with positive ensemble behaviour.
CRD-00437,TAL-0164,CLI-0057,Multi-layered hybrid Local Area Network Parade,Touring Arena Production,Acrobatic Performer,2023-03-08,2023-06-04,Melbourne,Australia,Completed,136,34876.43,0.9705,3.69,70.6,97.2,False,None,False,,,Acrobatic Partnering|Tumbling,High-quality contribution with positive ensemble behaviour.
CRD-00438,TAL-0452,CLI-0146,Visionary systematic parallelism Parade,Opening Ceremony,Strap Artist,2024-04-03,2024-06-23,Riyadh,Saudi Arabia,Completed with Notes,1,28494.13,1.0,3.36,79.3,98.8,False,None,False,,,Acrobatic Partnering|Tumbling|Cue Precision|Safety Spotting|Strength Acrobatics|Hand Balancing,Reliable under pressure and recommended for future productions.
CRD-00439,TAL-0148,CLI-0175,Team-oriented motivating collaboration Parade,Festival Headline Production,Lighting Programmer,2024-08-21,2025-01-11,Delhi,India,Completed with Notes,16,65274.76,0.9596,3.81,70.5,94.7,False,None,False,,,Timecode|Timecode Programming,Performance met expectations with minor consistency notes.
CRD-00440,TAL-0285,CLI-0049,Monitored 4thgeneration matrices Parade,Large-Scale Parade,Puppeteer,2025-10-25,2026-02-08,Johannesburg,South Africa,Completed,6,86705.11,1.0,4.53,100.0,99.2,False,None,True,,,Ensemble Puppetry|Risk Assessment|Show Cueing|Character Interpretation|Protective Equipment,Technically capable but required additional rehearsal support.
CRD-00441,TAL-0075,CLI-0034,Customer-focused explicit instruction set Experience,Themed Entertainment Spectacle,Strap Artist,2023-05-07,2023-08-06,Abu Dhabi,UAE,Completed,14,25341.38,0.9461,4.14,81.5,95.0,False,None,False,,,Flying Systems|Dynamic Drops|Height Safety|Cue Precision|Rigging Awareness,Performance met expectations with minor consistency notes.
CRD-00442,TAL-0474,CLI-0063,Configurable bifurcated superstructure Experience,Resident Aquatic Show,Aquatic Performer,2022-10-06,2022-12-04,Cape Town,South Africa,Completed,51,30972.1,0.983,3.92,75.9,100.0,False,None,False,,,Water Choreography|Underwater Performance|Synchronized Swimming|Breath Hold|Diving,Reliable under pressure and recommended for future productions.
CRD-00443,TAL-0361,CLI-0151,Digitized grid-enabled function Ceremony,Cultural Landmark Ceremony,Strap Artist,2025-04-28,2025-06-18,Johannesburg,South Africa,Completed,2,28294.1,0.964,4.53,92.8,92.4,False,None,True,,,Strength Acrobatics|Rigging Awareness|Height Safety|Dynamic Drops,Adapted quickly to creative notes and technical changes.
CRD-00444,TAL-0119,CLI-0043,Mandatory logistical toolset Experience,Large-Scale Parade,Trampoline Artist,2022-02-11,2022-06-03,Manila,Philippines,Completed,4,34672.75,0.966,4.25,81.2,83.4,False,None,False,,,Contemporary Dance|Safety Spotting,High-quality contribution with positive ensemble behaviour.
CRD-00445,TAL-0353,CLI-0164,Expanded multi-state matrices Parade,Cultural Landmark Ceremony,Show Director,2024-06-12,2024-07-19,Hong Kong,Hong Kong,Completed,21,63592.92,0.9837,4.39,84.3,95.2,False,None,True,,,Narrative Development|Timecode|Cross-Department Leadership|Stakeholder Presentations|Rehearsal Direction|Show Control,Technically capable but required additional rehearsal support.
CRD-00446,TAL-0440,CLI-0106,Monitored methodical attitude Spectacle,Immersive Theatre,Costume Designer,2025-11-23,2026-02-07,Johannesburg,South Africa,Completed,13,45121.7,1.0,4.33,85.7,92.0,False,None,False,,,Waterproof Costumes|Vendor Coordination|Character Design,Performance met expectations with minor consistency notes.
CRD-00447,TAL-0015,CLI-0116,Organic uniform standardization Spectacle,Resident Aquatic Show,Hydraulics Technician,2026-05-17,2026-06-07,Bangkok,Thailand,Completed,74,9431.61,0.9509,4.43,96.4,90.6,False,None,False,,,Fault Diagnosis|Stage Machinery|Fixture Management|Cueing|Safety Lockouts|Technical Documentation,Strong rehearsal discipline and dependable show execution.
CRD-00448,TAL-0121,CLI-0003,Organized foreground architecture Ceremony,Themed Entertainment Spectacle,Automation Technician,2025-04-17,2025-08-17,Manila,Philippines,Completed with Notes,20,45962.63,0.9091,4.25,75.9,100.0,False,None,False,,,Underwater Communications|Preventive Maintenance|PLC Systems|Water Quality|Rescue Procedures,High-quality contribution with positive ensemble behaviour.
CRD-00449,TAL-0245,CLI-0111,Innovative 6thgeneration workforce Spectacle,Touring Arena Production,Vocalist,2025-07-08,2025-12-16,Macau,Macau,Completed,10,94769.16,0.9374,5.0,100.0,90.2,False,None,True,,,Ensemble Performance|In-Ear Monitoring|Multilingual Repertoire|Live Vocals|Character Interpretation|Character Vocals,Reliable under pressure and recommended for future productions.
CRD-00450,TAL-0066,CLI-0109,Triple-buffered bifurcated adapter Parade,Integrated Resort Show,Acrobatic Performer,2022-01-24,2022-04-15,Johannesburg,South Africa,Completed,8,60759.48,0.974,4.37,99.1,95.3,False,None,True,,,Chinese Pole|Hand Balancing,Performance met expectations with minor consistency notes.
CRD-00451,TAL-0297,CLI-0004,Mandatory secondary benchmark Parade,Cultural Landmark Ceremony,Vocalist,2024-08-29,2024-10-25,Cape Town,South Africa,Completed with Notes,13,14959.11,0.9778,4.01,89.8,97.1,False,None,False,,,Character Vocals|Multilingual Repertoire|Ensemble Performance|Harmony Singing|Click Track,Adapted quickly to creative notes and technical changes.
CRD-00452,TAL-0211,CLI-0161,Synergistic composite support Ceremony,Festival Headline Production,Production Coordinator,2022-12-06,2023-06-06,Montreal,Canada,Completed,10,110222.44,0.918,4.12,83.0,100.0,False,None,False,,,Production Scheduling|Accommodation Planning|Visa Coordination|Cast Logistics|Budget Tracking,High-quality contribution with positive ensemble behaviour.
CRD-00453,TAL-0153,CLI-0108,Fully-configurable multi-state conglomeration Experience,Resident Aquatic Show,High Diver,2025-04-12,2025-09-28,Jeddah,Saudi Arabia,Completed,76,180358.55,0.9593,4.7,88.5,93.6,False,None,True,,,Platform Diving|Aquatic Rescue,Strong rehearsal discipline and dependable show execution.
CRD-00454,TAL-0227,CLI-0159,Reactive cohesive groupware Experience,Touring Arena Production,Audio Engineer,2021-12-24,2022-06-18,Paris,France,Completed,41,114511.24,0.9796,4.62,81.1,94.8,False,None,False,,,RF Planning|System Tuning|Show Recording,Performance met expectations with minor consistency notes.
CRD-00455,TAL-0021,CLI-0167,Realigned interactive Local Area Network Spectacle,Themed Entertainment Spectacle,Scenic Designer,2024-03-08,2024-06-21,Sydney,Australia,Completed with Notes,2,103122.19,0.9132,4.22,87.0,94.0,False,None,False,,,Mobile Stage Design|Technical Drafting|Material Specification|Fabrication Oversight|Scenic Design,Strong rehearsal discipline and dependable show execution.
CRD-00456,TAL-0224,CLI-0133,Focused impactful product Show,Opening Ceremony,Pyrotechnics Technician,2023-08-24,2023-10-11,New York,United States,Completed,21,18955.56,0.9747,3.85,93.1,100.0,False,None,False,,,Weather Monitoring|Authority Coordination|Pyrotechnics|Explosive Safety|Site Safety,Reliable under pressure and recommended for future productions.
CRD-00457,TAL-0435,CLI-0030,Enterprise-wide contextually-based productivity Experience,Urban Mega-Celebration,Stage Manager,2022-02-20,2022-06-17,Buenos Aires,Argentina,Completed with Notes,15,73309.01,0.9266,4.68,84.1,100.0,False,None,False,,,Cue Management|Emergency Procedures|Run of Show|Client Reporting|Supplier Management|Risk Management,Reliable under pressure and recommended for future productions.
CRD-00458,TAL-0236,CLI-0055,Switchable intermediate infrastructure Parade,Resident Aquatic Show,Automation Technician,2024-02-09,2024-03-16,Delhi,India,Completed,71,20660.44,0.8488,4.51,91.0,96.9,False,None,False,,,Hydraulic Integration|Fault Diagnosis,Strong rehearsal discipline and dependable show execution.
CRD-00459,TAL-0490,CLI-0022,Assimilated user-facing pricing structure Show,Large-Scale Parade,BMX Rider,2025-10-29,2026-04-23,Singapore,Singapore,Completed,14,60701.33,0.9647,3.99,94.1,89.2,False,None,False,,,Risk Assessment|Choreographed Riding|BMX Flatland|Precision Riding,Technically capable but required additional rehearsal support.
CRD-00460,TAL-0140,CLI-0149,Exclusive local parallelism Experience,Urban Mega-Celebration,Tightrope Walker,2023-11-03,2023-12-03,Toronto,Canada,Completed,4,28355.94,1.0,4.9,82.0,97.0,False,None,True,,,Balance Performance|Night Rehearsals|High Wire,Performance met expectations with minor consistency notes.
CRD-00461,TAL-0120,CLI-0074,Optimized human-resource ability Experience,Touring Arena Production,Acrobatic Performer,2022-09-03,2022-10-23,Berlin,Germany,Completed,161,9519.62,0.9451,4.27,66.0,99.3,False,None,True,,,Ensemble Timing|Tumbling|Chinese Pole,Technically capable but required additional rehearsal support.
CRD-00462,TAL-0464,CLI-0022,Triple-buffered didactic database Experience,Festival Headline Production,Rigger,2024-07-13,2024-08-20,Paris,France,Completed with Notes,21,40104.43,0.9318,4.33,95.2,96.5,False,None,True,,,Rescue Planning|Inspection Documentation|Load Calculations|Water Stage Rigging,Performance met expectations with minor consistency notes.
